index	panoID	Open_Water	Perrenial_snow	Developed_open	Developed_low	Developed_Med	Developed_High	Barren	Decidous	Evergreen	Mixed	Dwarf_scrub	Shrub	Grassland	Sedge	Lichens	Moss	Pasture_Hay	Cultivated_crops	Woodey_Wetlands	Emergent_herbacous_Wetland	extent	Open_Water	Perrenial_snow	Developed_open	Developed_low	Developed_Med	Developed_High	Barren	Decidous	Evergreen	Mixed	Dwarf_scrub	Shrub	Grassland	Sedge	Lichens	Moss	Pasture_Hay	Cultivated_crops	Woodey_Wetlands	Emergent_herbacous_Wetland	extent	Open_Water	Perrenial_snow	Developed_open	Developed_low	Developed_Med	Developed_High	Barren	Decidous	Evergreen	Mixed	Dwarf_scrub	Shrub	Grassland	Sedge	Lichens	Moss	Pasture_Hay	Cultivated_crops	Woodey_Wetlands	Emergent_herbacous_Wetland	extent
2165	8885656	99.85	0	0	0.03	0.07	0.02	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	36480423.8177	99.57	0	0	0.08	0.20	0.06	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	12003047.7422	97.73	0	0	0.49	1.25	0.36	0.40	0	0	0	0	0	0	0	0	0	0	0	0	0	1926275.02048
2166	16254837	99.82	0	0	0.02	0.12	0.01	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	36189852.3379	99.46	0	0	0.07	0.37	0.03	0.10	0	0	0	0	0	0	0	0	0	0	0	0	0	11841093.3585	96.72	0	0	0.45	2.34	0.16	0.57	0	0	0	0	0	0	0	0	0	0	0	0	0	1899984.78573
2167	2899584	92.07	0	0.97	1.95	1.55	0.38	0.71	0.03	1.63	0.01	0	0.39	0	0	0	0	0	0	0.34	0.01	38791033.8125	80.86	0	2.28	5.07	3.99	0.97	1.01	0.07	4.11	0.04	0	0.97	0	0	0	0	0	0	0.68	0.02	14224489.4353	64.34	0	3.43	11.79	15.10	3.88	0.63	0	0.54	0	0	0.31	0	0	0	0	0	0	0.23	0.06	2731725.48576
2168	97036017	91.98	0	0.84	1.94	1.52	0.35	0.89	0.01	1.93	0	0	0.39	0	0	0	0	0	0	0.18	0.00	22845409.1535	79.66	0	2.24	5.13	3.74	0.91	1.71	0.04	5.17	0	0	1.10	0	0	0	0	0	0	0.40	0.01	8089080.99596	57.81	0	5.13	15.16	15.79	4.03	0	0	2.02	0	0	0.52	0	0	0	0	0	0	0	0	1355058.90258
2169	17197759	87.57	0	1.50	3.22	3.16	0.79	0.77	0.04	2.02	0.01	0	0.52	0	0	0	0	0	0	0.40	0.02	34425346.4138	71.04	0	3.60	7.48	7.35	1.90	1.32	0.07	5.26	0.02	0	1.22	0	0	0	0	0	0	0.74	0.07	12441913.936	38.60	0	7.17	18.72	21.85	5.76	0.53	0.03	3.88	0.06	0	2.10	0	0	0	0	0	0	1.35	0.34	2493164.69888
2170	34301745	99.37	0	0.03	0.16	0.21	0.05	0.06	0.00	0.12	0	0	0.02	0	0	0	0	0	0	0	0	37349088.2518	98.10	0	0.08	0.49	0.64	0.14	0.17	0.01	0.36	0	0	0.07	0	0	0	0	0	0	0	0	12438859.4463	92.24	0	0.26	2.36	3.79	0.75	0.86	0	0.04	0	0	0	0	0	0	0	0	0	0	0	2080226.83198
2171	105533856	96.21	0	0.27	0.64	0.65	0.22	0.13	0.00	1.45	0.01	0	0.23	0	0	0	0	0	0	0.24	0	25987151.2592	88.89	0	0.79	1.92	1.93	0.65	0.27	0.01	4.29	0.02	0	0.65	0	0	0	0	0	0	0.70	0	8706911.7888	75.64	0	1.71	8.04	10.45	3.21	0	0	1.21	0.05	0	0.15	0	0	0	0	0	0	0	0	1554714.59448
2172	16949270	99.94	0	0	0.01	0.04	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	34172652.2975	99.82	0	0	0.04	0.13	0.02	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	10914792.0937	98.87	0	0	0.23	0.81	0.14	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	1725754.18929
2173	58708963	92.02	0	1.05	2.04	1.96	0.58	0.20	0.02	1.75	0.01	0	0.28	0	0	0	0	0	0	0.17	0	10912309.5	74.13	0	3.41	6.73	6.50	1.94	0.24	0.07	5.71	0.05	0	0.92	0	0	0	0	0	0	0.57	0	3278708.57714	28.50	0	8.09	24.03	28.99	8.33	0	0	2.42	0	0	0.48	0	0	0	0	0	0	0.24	0	650664.669756
2174	97037670	99.42	0	0.00	0.13	0.31	0.05	0.08	0	0.01	0	0	0.02	0	0	0	0	0	0	0.00	0	37758828.7762	98.40	0	0.01	0.38	0.90	0.14	0.21	0	0.01	0	0	0	0	0	0	0	0	0	0	0	12676568.0287	93.86	0	0	1.38	3.78	0.54	0.65	0	0	0	0	0	0	0	0	0	0	0	0	0	2144703.28364
2175	9952730	100.00	0	0	0.01	0.01	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30928430.3425	99.99	0	0	0.02	0.02	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9931601.47602	99.95	0	0	0.10	0.15	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1595097.99003
2176	53540620	95.83	0	0.03	0.21	0.14	0.01	3.79	0	0	0	0	0	0.00	0	0	0	0	0	0	0.00	36938376.1192	92.20	0	0.08	0.52	0.32	0.01	6.91	0	0	0	0	0	0.01	0	0	0	0	0	0	0.01	12525503.4031	76.26	0	0.44	3.07	1.81	0.04	18.59	0	0	0	0	0	0	0	0	0	0	0	0	0.07	2125318.07989
2177	27313166	93.15	0	0.21	0.47	0.13	0.01	4.32	0	0.07	0	0	0.22	0.04	0	0	0	0	0	0.25	1.15	58648085.875	90.05	0	0.37	0.62	0.17	0	6.74	0	0.21	0	0	0.29	0.00	0	0	0	0	0	0.45	1.14	19087931.1899	69.26	0	1.52	3.13	0.88	0	16.13	0	0.43	0	0	0.61	0	0	0	0	0	0	2.24	6.06	2946148.47808
2178	899432	96.29	0	0.00	0.12	0.06	0	3.53	0	0	0	0	0	0.00	0	0	0	0	0	0	0	36602742.0319	93.11	0	0.01	0.31	0.14	0	6.46	0	0	0	0	0	0.01	0	0	0	0	0	0	0	12481534.4689	79.36	0	0.07	1.64	0.86	0	18.25	0	0	0	0	0	0.07	0	0	0	0	0	0	0	2108027.91626
2179	3247369	94.89	0	0.07	0.39	0.20	0.01	4.37	0	0.01	0	0	0.01	0.02	0	0	0	0	0	0.01	0.05	38678086.538	91.08	0	0.13	0.90	0.46	0.01	7.28	0	0	0	0	0.01	0.04	0	0	0	0	0	0	0.14	13367770.3025	76.63	0	0.51	4.06	2.32	0.03	16.67	0	0	0	0	0.03	0	0	0	0	0	0	0	0.03	2445544.39718
2180	53629948	96.15	0	0.02	0.18	0.10	0.00	3.56	0	0	0	0	0	0.00	0	0	0	0	0	0	0.00	36764123.5734	92.46	0	0.06	0.47	0.27	0.01	6.77	0	0	0	0	0	0.01	0	0	0	0	0	0	0.01	12583447.3012	77.09	0	0.33	2.78	1.57	0.04	18.45	0	0	0	0	0	0	0	0	0	0	0	0	0.04	2150436.78223
2181	29359708	95.69	0	0.10	0.37	0.13	0.01	3.18	0	0.06	0.00	0	0.10	0.01	0	0	0	0	0	0.12	0.25	54126669.6968	91.65	0	0.22	0.83	0.30	0.01	5.99	0	0.15	0.00	0	0.23	0.00	0	0	0	0	0	0.26	0.41	17455484.9621	72.23	0	1.27	5.06	1.70	0	15.02	0	0.24	0.03	0	1.09	0.03	0	0	0	0	0	1.54	2.15	2600834.27709
2182	28808183	94.56	0	0.27	0.63	0.19	0.00	2.77	0	0.15	0	0	0.16	0.01	0	0	0	0	0	0.22	1.09	25967170.9519	88.96	0	0.83	1.83	0.59	0.01	5.00	0	0.47	0	0	0.48	0.03	0	0	0	0	0	0.63	1.29	8245024.36474	59.37	0	5.01	10.64	3.71	0.06	8.53	0	1.67	0	0	1.86	0.06	0	0	0	0	0	2.35	7.48	1278339.21019
2183	21146265	96.17	0	0.01	0.15	0.07	0.00	3.61	0	0	0	0	0	0.00	0	0	0	0	0	0	0.01	36734956.2839	92.54	0	0.03	0.39	0.19	0.01	6.87	0	0	0	0	0	0.01	0	0	0	0	0	0	0.02	12422148.8278	77.45	0	0.15	2.35	1.14	0.04	19.10	0	0	0	0	0	0	0	0	0	0	0	0	0.08	2073513.59115
2184	23089989	95.59	0	0.04	0.25	0.15	0.00	3.97	0	0	0	0	0	0.01	0	0	0	0	0	0.00	0.01	37458905.0885	91.76	0	0.10	0.64	0.38	0.01	7.14	0	0	0	0	0	0.02	0	0	0	0	0	0	0.02	12928648.3926	76.55	0	0.48	3.31	2.07	0.03	17.80	0	0	0	0	0	0	0	0	0	0	0	0	0.03	2285432.99058
2185	34371676	95.96	0	0.02	0.20	0.08	0.00	3.76	0	0	0	0	0	0.00	0	0	0	0	0	0	0	37053338.8553	92.28	0	0.04	0.52	0.22	0.01	6.99	0	0	0	0	0	0	0	0	0	0	0	0	0	12722891.4756	77.90	0	0.22	2.68	1.09	0.04	18.33	0	0	0	0	0	0	0	0	0	0	0	0	0	2171651.08212
2186	3858577	92.87	0	0.27	0.68	0.21	0.02	4.13	0	0.23	0.01	0	0.32	0.06	0	0	0	0	0	0.33	0.89	60393527.3671	88.22	0	0.53	1.18	0.46	0.04	6.60	0	0.40	0.03	0	0.58	0.08	0	0	0	0	0	0.63	1.30	19489024.8394	65.48	0	2.34	6.10	2.12	0.05	14.54	0	0.81	0.12	0	2.26	0.20	0	0	0	0	0	2.17	4.13	3199566.94972
2187	51655200	92.50	0	0.24	0.67	0.16	0.01	4.38	0	0.17	0	0	0.33	0.06	0	0	0	0	0	0.27	1.23	61515540.4759	89.25	0	0.42	1.00	0.22	0.00	6.76	0	0.32	0	0	0.48	0.02	0	0	0	0	0	0.44	1.12	19870356.6507	68.74	0	1.64	4.55	1.10	0	16.30	0	0.41	0	0	0.59	0	0	0	0	0	0	1.59	5.35	3075622.61004
2188	23690697	93.95	0	0.22	0.60	0.18	0.02	3.65	0	0.29	0.00	0	0.30	0.08	0	0	0	0	0	0.26	0.48	55338944.7495	89.28	0	0.49	1.22	0.41	0.04	5.86	0	0.42	0.00	0	0.55	0.14	0	0	0	0	0	0.57	1.07	17365367.5952	68.83	0	1.76	6.69	1.93	0.10	12.76	0	1.08	0.03	0	2.61	0.49	0	0	0	0	0	2.09	2.06	2414817.21978
2189	96488478	95.78	0	0.23	0.56	0.18	0.01	1.97	0	0.13	0.01	0	0.23	0.03	0	0	0	0	0	0.20	0.69	49455858.8915	92.40	0	0.49	1.10	0.38	0.01	3.29	0	0.38	0.03	0	0.49	0.01	0	0	0	0	0	0.48	0.97	16338064.1377	69.85	0	2.73	6.45	2.44	0.06	8.34	0	0.93	0.16	0	2.41	0.03	0	0	0	0	0	2.31	4.71	2457132.58117
2190	95195516	65.15	0	3.60	9.25	3.00	0	0.17	0	1.97	0.43	0	4.20	0.09	0	0	0	0	0	6.34	6.85	925760.697128	24.81	0	7.84	19.78	6.53	0	0.37	0	4.29	0.93	0	9.14	0.19	0	0	0	0	0	13.81	14.55	428802.78101	1.00	0	10.50	26.50	8.75	0	0.25	0	5.75	1.25	0	12.25	0.25	0	0	0	0	0	18.50	18.00	323310.609065
2191	1741647	96.29	0	0.02	0.17	0.09	0.00	3.43	0	0	0	0	0	0.00	0	0	0	0	0	0	0.00	36625205.8555	92.57	0	0.07	0.46	0.27	0.01	6.67	0	0	0	0	0	0.01	0	0	0	0	0	0	0.01	12523967.4002	77.22	0	0.37	2.70	1.55	0.04	18.38	0	0	0	0	0	0	0	0	0	0	0	0	0.04	2128462.39061
2192	55614692	95.96	0	0.03	0.18	0.10	0.00	3.74	0	0	0	0	0	0.00	0	0	0	0	0	0.00	0.00	36987718.3345	92.28	0	0.06	0.47	0.27	0.01	6.95	0	0	0	0	0	0.01	0	0	0	0	0	0	0.01	12696114.8562	77.34	0	0.32	2.67	1.51	0.04	18.37	0	0	0	0	0	0	0	0	0	0	0	0	0.04	2184962.85921
2193	31785919	0	0	6.11	13.74	1.15	0.38	0	0	20.23	0	0	19.47	13.74	0	0	0	0	0	10.31	18.70	211862.716889	0	0	6.11	13.74	1.15	0.38	0	0	20.23	0	0	19.47	13.74	0	0	0	0	0	10.31	18.70	211267.596899	0	0	6.96	15.65	1.30	0.43	0	0	23.04	0	0	22.17	15.65	0	0	0	0	0	11.74	7.39	186933.631593
2194	54046004	49.58	0	2.27	2.24	1.23	0.49	0.55	0	3.53	0	0	3.31	0.62	0	0	0	0	0	10.93	25.65	2411066.46925	34.34	0	2.11	0.85	0.21	0	0.74	0	2.11	0	0	3.01	0.90	0	0	0	0	0	15.53	40.78	1478459.37885	16.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30	83.64	516998.003991
2195	3167954	6.81	0	6.34	5.86	4.01	1.11	1.58	0	5.49	0	0	2.22	0.63	0	0	0	0	0	6.39	60.19	1483685.56431	6.16	0	3.21	4.11	1.07	0.18	1.34	0	0.27	0	0	0.18	0	0	0	0	0	0	1.16	83.30	877956.911781	5.90	0	0	0	0	0	2.12	0	0	0	0	0	0	0	0	0	0	0	0	92.59	517692.586978
2196	3033512	54.86	0	3.66	2.64	1.36	0.37	1.15	0	1.66	0	0	0.74	0.52	0	0	0	0	0	6.14	26.97	10398819.9263	54.20	0	2.59	2.99	1.46	0.28	1.28	0	0.35	0	0	0.64	0.65	0	0	0	0	0	4.62	31.10	5824265.56591	36.93	0	4.17	7.99	4.68	0.51	2.91	0	0	0	0	0.23	0.68	0	0	0	0	0	0.46	42.07	1372318.77637
2197	5727640	83.51	0	1.86	1.80	1.45	0.49	0.66	0	0.16	0	0	0.18	0.23	0	0	0	0	0	1.51	8.19	21507870.4636	84.37	0	1.12	0.96	0.45	0.17	0.55	0	0.18	0	0	0.31	0.18	0	0	0	0	0	1.43	10.37	10652750.2304	69.22	0	2.22	2.67	1.78	0.38	1.40	0	0	0	0	0.10	0.34	0	0	0	0	0	0.51	21.75	2284550.79396
2198	15416176	88.23	0	1.55	1.43	0.93	0.22	0.58	0	0.16	0	0	0.08	0.19	0	0	0	0	0	0.65	6.02	23949465.2905	87.94	0	1.09	1.21	0.60	0.14	0.48	0	0	0	0	0.02	0.11	0	0	0	0	0	0.18	8.29	11891915.3881	78.66	0	2.30	2.11	1.34	0.51	1.31	0	0	0	0	0	0.21	0	0	0	0	0	0.27	13.56	2918223.9291
2199	105534443	88.00	0	1.63	1.47	1.19	0.32	0.57	0	0.19	0	0	0.16	0.22	0	0	0	0	0	1.04	5.25	26528652.1756	88.56	0	0.84	0.91	0.47	0.12	0.66	0	0	0	0	0	0.17	0	0	0	0	0	0.48	7.86	13376147.6322	81.69	0	1.88	1.91	1.45	0.43	1.36	0	0	0	0	0	0.33	0	0	0	0	0	0.24	10.95	3276161.10954
2200	7492047	54.30	0	3.98	3.55	2.79	0.82	0.99	0	1.97	0	0	0.91	0.47	0	0	0	0	0	6.24	24.04	17466822.9767	62.34	0	1.97	2.31	1.13	0.22	0.84	0	0.28	0	0	0.53	0.44	0	0	0	0	0	3.55	26.50	9003385.48785	47.46	0	3.36	6.42	4.28	0.42	2.01	0	0	0	0	0.17	0.63	0	0	0	0	0	0.59	35.12	1863475.5556
2201	17775338	65.07	0	3.11	3.01	2.38	0.84	0.88	0	0.79	0	0	0.31	0.27	0	0	0	0	0	3.68	19.72	15064131.0154	72.25	0	1.52	2.12	0.99	0.22	0.75	0	0.13	0	0	0.11	0.16	0	0	0	0	0	0.98	20.87	8064600.75568	51.92	0	3.36	6.12	3.75	0.43	1.90	0	0	0	0	0.17	0.56	0	0	0	0	0	0.52	31.74	1813640.78257
2202	95255000	73.40	0	2.84	2.78	2.31	0.76	0.86	0	0.52	0	0	0.17	0.29	0	0	0	0	0	2.26	13.87	15788853.8782	80.76	0	1.22	1.54	0.82	0.21	0.55	0	0	0	0	0.03	0.13	0	0	0	0	0	0.21	14.64	8440088.24318	61.71	0	2.55	4.76	3.22	0.38	1.80	0	0	0	0	0.13	0.58	0	0	0	0	0	0.58	24.76	1872787.88876
2203	1406096	95.20	0	0.49	0.22	0.11	0.01	0.47	0.01	0.88	0	0	0.38	0.05	0	0	0	0	0	0.92	1.30	32765450.8426	95.85	0	0.36	0.29	0.28	0.02	1.00	0.04	0.50	0	0	0.28	0.06	0	0	0	0	0	0.92	0.49	11632753.1803	92.57	0	0.78	1.34	1.04	0.11	3.54	0	0.11	0	0	0	0.34	0	0	0	0	0	0	0.52	2092453.92891
2204	26869218	94.55	0	0.57	0.24	0.05	0.00	0.14	0	1.05	0	0	0.39	0.05	0	0	0	0	0	1.23	1.77	24627682.2766	97.66	0	0.21	0.15	0.13	0	0	0	0.55	0	0	0.12	0	0	0	0	0	0	0.96	0.31	8515902.25809	98.45	0	0	0.97	0.80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	1362856.52216
2205	57419098	94.97	0	0.64	0.86	0.53	0.05	1.31	0.01	0.58	0	0	0.42	0.06	0	0	0	0	0	0.12	0.48	33654705.2984	88.94	0	1.14	2.39	1.49	0.15	3.87	0.04	1.02	0	0	0.50	0.03	0	0	0	0	0	0.19	0.33	10600572.2398	60.28	0	3.13	4.77	3.50	0.32	22.79	0	2.13	0	0	2.13	0.18	0	0	0	0	0	0.68	0.64	1722767.28597
2206	1406177	95.06	0	0.56	0.66	0.45	0.04	0.58	0.01	0.65	0	0	0.34	0.08	0	0	0	0	0	0.62	0.99	31906429.1468	91.75	0	0.67	1.48	1.10	0.11	1.26	0.04	0.56	0	0	0.17	0.09	0	0	0	0	0	1.30	1.58	10818849.4584	84.40	0	2.04	2.39	1.16	0.16	6.98	0.20	0.36	0	0	0.84	0.48	0	0	0	0	0	1.04	0.48	1959237.58006
2207	1383442	94.40	0	0.53	0.71	0.57	0.07	1.11	0	0.55	0	0	0.33	0.09	0	0	0	0	0	0.66	1.02	29337973.2899	88.72	0	1.12	2.22	1.98	0.23	3.65	0	0.55	0	0	0.15	0.22	0	0	0	0	0	0.67	0.60	8378119.58107	46.81	0	5.60	12.30	10.47	1.31	20.63	0	0.94	0	0	0.31	1.26	0	0	0	0	0	0.47	0.52	1494968.78323
2208	97036726	95.90	0	0.58	1.17	0.91	0.14	0.88	0	0.06	0	0	0.13	0.06	0	0	0	0	0	0.02	0.17	36591772.6938	87.88	0	1.36	3.71	2.77	0.49	3.22	0	0.13	0	0	0.05	0.21	0	0	0	0	0	0.09	0.17	9785918.51907	47.58	0	6.94	13.06	9.05	1.08	18.88	0	0.83	0	0	0.29	1.32	0	0	0	0	0	0.54	1.03	1599951.74265
2209	36456377	90.63	0	1.12	2.18	2.02	0.38	1.38	0.02	0.65	0	0	0.37	0.01	0	0	0	0	0	0.47	0.79	43699429.8205	79.75	0	2.34	4.81	3.88	0.58	4.68	0.07	1.51	0	0	0.89	0	0	0	0	0	0	0.93	0.62	12629591.7391	48.11	0	5.20	6.98	7.30	0.41	26.13	0.14	1.73	0	0	3.19	0	0	0	0	0	0	1.32	0	1714178.647
2210	8782162	2.86	0	20.00	22.86	34.29	2.86	37.14	0	0	0	0	0	2.86	0	0	0	0	0	0	0	33445.542903	2.86	0	20.00	22.86	34.29	2.86	37.14	0	0	0	0	0	2.86	0	0	0	0	0	0	0	33351.594749	2.86	0	20.00	22.86	34.29	2.86	37.14	0	0	0	0	0	2.86	0	0	0	0	0	0	0	33445.543275
2211	98279974	1.63	0	7.05	7.32	5.15	0	53.93	0	11.65	0	0	13.55	2.17	0	0	0	0	0	0.27	0	294818.218358	0.41	0	1.22	9.39	7.76	0	81.22	0	0	0	0	1.22	2.04	0	0	0	0	0	0	0	196227.921255	0	0	0.98	0	0.98	0	97.07	0	0	0	0	1.46	2.44	0	0	0	0	0	0	0	164109.574839
2212	10233040	95.43	0	0.33	0.53	0.44	0.02	1.05	0.00	0.35	0	0	0.10	0.09	0	0	0	0	0	0.65	1.05	18747972.3445	89.13	0	1.05	1.67	1.41	0.08	3.32	0.01	0.74	0	0	0.32	0.29	0	0	0	0	0	0.91	1.24	5899690.94796	62.17	0	3.81	8.07	6.74	0.38	15.51	0	0.70	0	0	0.32	1.40	0	0	0	0	0	0.13	1.53	1232844.55634
2213	10233068	96.70	0	0.35	0.15	0.04	0.01	0.99	0	0.22	0	0	0.29	0.09	0	0	0	0	0	0.39	0.81	19965070.2258	96.53	0	0.15	0.19	0.11	0.02	2.73	0	0.06	0	0	0	0.30	0	0	0	0	0	0	0.04	6260449.87162	80.79	0	0.77	1.05	0.63	0.14	15.43	0	0	0	0	0	1.68	0	0	0	0	0	0	0.14	1116155.06358
2214	43444466	90.53	0	0.94	1.53	1.85	0.40	2.17	0.03	0.65	0	0	0.36	0	0	0	0	0	0	0.58	1.00	25290590.7156	74.34	0	2.74	3.94	4.67	0.79	7.72	0.11	2.03	0	0	1.29	0	0	0	0	0	0	1.15	1.35	7087716.12462	7.59	0	7.17	9.09	13.26	1.42	47.79	0.17	4.34	0	0	6.76	0	0	0	0	0	0	3.34	0.08	941793.378164
2215	1406229	95.75	0	0.51	0.33	0.12	0.01	0.63	0	0.75	0	0	0.38	0.08	0	0	0	0	0	0.41	1.06	27245752.7975	96.70	0	0.34	0.61	0.34	0.01	1.49	0	0.16	0	0	0.14	0.14	0	0	0	0	0	0.01	0.16	8992113.32244	83.54	0	1.83	3.33	1.83	0.05	7.64	0	0.42	0	0	0.23	0.75	0	0	0	0	0	0.05	0.89	1668489.09393
2216	34339811	95.35	0	0.49	0.55	0.38	0.03	0.58	0	0.66	0	0	0.33	0.09	0	0	0	0	0	0.57	1.01	31569911.9628	92.94	0	0.51	1.26	0.93	0.08	1.27	0	0.49	0	0	0.09	0.15	0	0	0	0	0	0.99	1.36	10771668.9879	84.95	0	1.94	2.52	1.07	0.16	7.26	0	0.41	0	0	0.45	0.87	0	0	0	0	0	0.29	0.58	1895491.66005
2217	34339923	94.42	0	0.47	0.26	0.19	0.02	1.59	0	0.69	0	0	0.48	0.15	0	0	0	0	0	0.65	1.13	17668440.8975	92.94	0	0.31	0.41	0.62	0.04	4.92	0	0.28	0	0	0.01	0.35	0	0	0	0	0	0.07	0.21	5274541.65892	61.57	0	1.64	2.07	3.45	0.26	28.84	0	0	0	0	0	2.07	0	0	0	0	0	0.26	0.69	908483.143002
2218	101420097	95.00	0	0.62	0.83	0.60	0.05	1.15	0	0.53	0	0	0.38	0.05	0	0	0	0	0	0.17	0.64	33802398.9221	90.29	0	0.98	2.24	1.64	0.14	3.16	0	0.63	0	0	0.34	0	0	0	0	0	0	0.11	0.54	11061434.1921	70.73	0	2.60	3.80	2.64	0.23	16.85	0	1.55	0	0	1.24	0	0	0	0	0	0	0.43	0.35	2012113.65784
2219	97036736	92.71	0	0.97	2.11	2.30	0.42	1.17	0.01	0.10	0	0	0.14	0.00	0	0	0	0	0	0.04	0.05	35234229.5234	78.35	0	2.97	6.33	6.01	0.97	4.27	0.04	0.34	0	0	0.50	0	0	0	0	0	0	0.15	0.18	9678078.94348	16.94	0	11.14	18.29	16.43	2.08	28.19	0	2.14	0	0	3.32	0	0	0	0	0	0	1.07	1.01	1390631.47081
2220	13730615	35.14	0	3.62	1.66	1.23	0.22	22.63	0.07	13.23	0	0	3.69	0	0	0	0	0	0	9.47	9.91	1084789.2717	0.29	0	6.74	3.30	2.44	0.43	44.91	0.14	21.23	0	0	6.89	0	0	0	0	0	0	7.89	7.46	549812.724555	0	0	0	1.20	5.20	0.40	90.40	0	1.20	0	0	2.00	0	0	0	0	0	0	2.80	0	200646.978272
2221	36540935	91.64	0	0.96	1.86	1.92	0.36	1.41	0.02	0.54	0.00	0	0.30	0.01	0	0	0	0	0	0.36	0.64	54674946.5641	81.68	0	2.04	4.05	3.69	0.60	4.71	0.07	1.19	0	0	0.75	0.02	0	0	0	0	0	0.70	0.56	16111784.7394	43.24	0	5.15	7.83	9.07	0.76	28.55	0.18	1.23	0	0	2.90	0.15	0	0	0	0	0	0.91	0.51	2154360.51199
2222	9585536	89.48	0	1.04	1.91	2.16	0.47	2.26	0.03	0.68	0	0	0.40	0	0	0	0	0	0	0.59	1.02	26082856.2829	72.93	0	2.91	4.61	5.04	0.80	7.92	0.10	2.03	0	0	1.37	0	0	0	0	0	0	1.16	1.25	7434344.29287	11.33	0	6.81	9.11	13.19	1.41	44.96	0.15	3.93	0	0	6.59	0	0	0	0	0	0	3.26	0.15	1059230.45955
2223	48704666	96.65	0	0.46	0.60	0.19	0.01	1.00	0	0.24	0	0	0.33	0.08	0	0	0	0	0	0.10	0.38	21733367.0546	93.90	0	0.55	1.55	0.59	0.03	2.95	0	0.09	0	0	0.07	0.14	0	0	0	0	0	0.03	0.22	7001513.17697	70.16	0	2.83	4.69	1.24	0.14	18.33	0	0.55	0	0	0.41	0.90	0	0	0	0	0	0.21	1.38	1137939.26732
2224	109836399	95.80	0	0.50	0.24	0.05	0.00	0.42	0	0.83	0	0	0.34	0.07	0	0	0	0	0	0.60	1.19	27400388.5967	97.58	0	0.27	0.36	0.11	0	0.79	0	0.08	0	0	0.03	0.08	0	0	0	0	0	0.14	0.65	9170438.47603	89.66	0	1.56	2.10	0.63	0	4.53	0	0.44	0	0	0.20	0.49	0	0	0	0	0	0	0.88	1603148.63797
2225	9411111	0	0	4.91	5.58	5.13	0.45	77.46	0	4.69	0	0	3.13	0	0	0	0	0	0	0.67	0	355411.223552	0	0	4.91	5.58	5.13	0.45	77.46	0	4.69	0	0	3.13	0	0	0	0	0	0	0.67	0	354412.877419	0	0	2.73	2.12	1.82	0	87.58	0	3.33	0	0	3.94	0	0	0	0	0	0	0.91	0	262871.441584
2226	23083939	88.37	0	1.64	2.47	2.17	0.38	3.39	0.04	0.93	0	0	0.59	0	0	0	0	0	0	0.10	0	10502703.579	70.02	0	4.36	6.41	5.71	1.01	9.09	0.08	1.77	0	0	1.49	0	0	0	0	0	0	0.28	0	3906559.17921	27.53	0	12.93	16.77	16.70	2.66	18.24	0.28	1.61	0	0	3.35	0	0	0	0	0	0	0.70	0	1121386.52852
2227	83707481	92.73	0	0.73	1.41	1.55	0.32	1.49	0.02	0.48	0	0	0.30	0	0	0	0	0	0	0.34	0.64	45133634.8147	82.09	0	1.91	3.30	3.41	0.54	5.30	0.06	1.33	0	0	0.83	0	0	0	0	0	0	0.66	0.64	12587179.4638	17.03	0	5.96	9.98	13.81	1.16	42.76	0.12	2.74	0	0	4.74	0	0	0	0	0	0	2.31	0.12	1287883.70574
2228	72085361	94.63	0	0.54	0.89	1.25	0.19	2.12	0	0.14	0	0	0.23	0	0	0	0	0	0	0.04	0	22306660.3196	81.34	0	1.90	3.09	4.32	0.62	7.40	0	0.49	0	0	0.82	0	0	0	0	0	0	0.13	0	6375593.50775	21.25	0	7.67	9.90	17.07	2.79	37.07	0	1.11	0	0	3.55	0	0	0	0	0	0	0.28	0	1123755.64409
2229	72085353	92.51	0	0.80	1.41	1.82	0.34	2.54	0.01	0.27	0	0	0.29	0	0	0	0	0	0	0.04	0	29246982.3491	76.50	0	2.29	4.38	5.25	0.83	8.95	0.02	0.72	0	0	1.01	0	0	0	0	0	0	0.15	0	8270976.83663	19.12	0	7.07	9.13	14.35	2.31	42.90	0.10	1.35	0	0	3.86	0	0	0	0	0	0	0.35	0	1558494.86704
2230	10847448	94.24	0	0.62	0.82	0.99	0.19	1.46	0.02	0.41	0	0	0.34	0.01	0	0	0	0	0	0.28	0.66	42480603.6357	85.87	0	1.47	2.12	2.48	0.36	4.76	0.06	1.06	0	0	0.68	0	0	0	0	0	0	0.47	0.75	12791489.8947	47.63	0	4.07	5.12	7.14	0.80	28.39	0.04	2.52	0	0	3.32	0	0	0	0	0	0	1.43	0	1860373.53277
